trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
371,False,"{'a': 0.25, 'e': 0.024024656984952455}",20,14,9.860017771426328,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.25, 'e': 0.02378441041510293}",25,18,13.387893411992966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.25, 'e': 0.0235465663109519}",25,17,16.88100567275853,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.25, 'e': 0.02331110064784238}",20,13,13.342279097551247,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.25, 'e': 0.02307798964136396}",20,16,8.45325725322416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.25, 'e': 0.022847209744950317}",20,6,26.7359158207471,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.25, 'e': 0.022618737647500813}",25,0,45.76886213250456,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,False,"{'a': 0.25, 'e': 0.022392550271025807}",25,14,18.252657229840004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.25, 'e': 0.022168624768315548}",25,14,20.587116986608407,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.25, 'e': 0.021946938520632394}",25,16,5.520359715741586,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
381,False,"{'a': 0.25, 'e': 0.02172746913542607}",30,18,23.082500791607956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.25, 'e': 0.021510194444071807}",30,16,26.10826084010164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.25, 'e': 0.021295092499631088}",25,12,23.034400486788808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.25, 'e': 0.02108214157463478}",25,9,29.62660679929474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.25, 'e': 0.02087132015888843}",20,14,10.270621663247628,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.25, 'e': 0.020662606957299545}",35,22,22.439482509509112,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.25, 'e': 0.02045598088772655}",30,13,32.83627715060223,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.25, 'e': 0.020251421078849283}",30,19,17.463712747912854,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.25, 'e': 0.02004890686806079}",25,14,21.25849374453646,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.25, 'e': 0.019848417799380184}",20,9,22.00207470438135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.25, 'e': 0.01964993362138638}",20,10,18.151527122264206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.25, 'e': 0.019453434285172516}",20,9,22.08109247897705,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.25, 'e': 0.01925889994232079}",25,8,-8.688758442663827,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
394,False,"{'a': 0.25, 'e': 0.019066310942897582}",25,5,32.899263350833785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.25, 'e': 0.01887564783346861}",25,18,13.40203594802859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
